kew_id,taxon_name,taxon_name_binom,authors,GS_2C_pg,GS_1C_pg,GS_2C_Mbp,GS_1C_Mbp,from_BI_material,data_source,ID
831270-1,Daphne laureola L.,Daphne laureola,L.,5.97,2.99,5851,2925,n,C-ValueDB,4
831294-1,Daphne mezereum L.,Daphne mezereum,L.,6.05,3.03,5929,2965,n,C-ValueDB,4
831294-1,Daphne mezereum L.,Daphne mezereum,L.,8.8,4.4,8624,4312,n,C-ValueDB,4
314738-2,Datura stramonium L.,Datura stramonium,L.,4.18,2.09,4096,2048,n,C-ValueDB,4
841063-1,Daucus carota L.,Daucus carota,L.,0.94,0.47,921,461,n,C-ValueDB,4
310755-2,Dianthus armeria L.,Dianthus armeria,L.,1.1,0.55,1078,539,n,C-ValueDB,4
17082540-1,Dicksonia antarctica Labill.,Dicksonia antarctica,Labill.,22.98,11.49,22520,11260,n,C-ValueDB,4
1038558-2,Digitaria ciliaris (Retz.) Koeler,Digitaria ciliaris,(Retz.) Koeler,2.58,1.29,2524,1262,n,C-ValueDB,4
399115-1,Digitaria sanguinalis (L.) Scop.,Digitaria sanguinalis,(L.) Scop.,2.4,1.2,2352,1176,n,C-ValueDB,4
81292-2,Diphasiastrum alpinum (L.) Holub,Diphasiastrum alpinum,(L.) Holub,7.52,3.76,7370,3685,n,C-ValueDB,4
81299-2,Diphasiastrum tristachyum (Pursh) Holub,Diphasiastrum tristachyum,(Pursh) Holub,NA,NA,NA,NA,n,C-ValueDB,4
1185374-2,Diplotaxis erucoides (L.) DC.,Diplotaxis erucoides,(L.) DC.,1.02,0.51,1000,500,n,C-ValueDB,4
319260-1,Dipsacus fullonum L.,Dipsacus fullonum,L.,6.56,3.28,6433,3216,n,C-ValueDB,4
319272-1,Dipsacus laciniatus L.,Dipsacus laciniatus,L.,6.64,3.32,6511,3256,n,C-ValueDB,4
319286-1,Dipsacus pilosus L.,Dipsacus pilosus,L.,10.58,5.29,10368,5184,n,C-ValueDB,4
319292-1,Dipsacus sativus (L.) Honck.,Dipsacus sativus,(L.) Honck.,6.57,3.29,6441,3220,n,C-ValueDB,4
329170-2,Doronicum pardalianches L.,Doronicum pardalianches,L.,6.32,3.16,6194,3097,n,C-ValueDB,4
86985-1,Dracunculus vulgaris Schott,Dracunculus vulgaris,Schott,13.6,6.8,13328,6664,n,C-ValueDB,4
84157-2,Drosera intermedia Hayne,Drosera intermedia,Hayne,1.8,0.9,1764,882,n,C-ValueDB,4
319182-2,Drosera rotundifolia L.,Drosera rotundifolia,L.,1.8,0.9,1764,882,n,C-ValueDB,4
724675-1,Dryas octopetala L.,Dryas octopetala,L.,1.2,0.6,1176,588,n,C-ValueDB,4
17390210-1,Dryopteris carthusiana (Vill.) H.P.Fuchs,Dryopteris carthusiana,(Vill.) H.P.Fuchs,33.84,16.92,33153,16577,n,C-ValueDB,4
17093920-1,Dryopteris cristata (L.) A.Gray,Dryopteris cristata,(L.) A.Gray,33.86,16.93,33173,16587,n,C-ValueDB,4
30117034-2,Dryopteris dilatata (Hoffm.) A.Gray,Dryopteris dilatata,(Hoffm.) A.Gray,16.1,8.05,15778,7889,y,C-ValueDB,4
30345915-2,Dryopteris filix-mas (L.) Schott,Dryopteris filix-mas,(L.) Schott,17.4,8.7,17052,8526,y,C-ValueDB,4
292573-1,Ecballium elaterium (L.) A.Rich,Ecballium elaterium,(L.) A.Rich,2.49,1.25,2442,1221,n,C-ValueDB,4
399660-1,Echinochloa crus-galli (L.) P.Beauv.,Echinochloa crus-galli,(L.) P.Beauv.,2.8,1.4,2744,1372,n,C-ValueDB,4
30158481-2,Echinochloa frumentacea Link,Echinochloa frumentacea,Link,2.6,1.3,2548,1274,n,C-ValueDB,4
202414-1,Echinops bannaticus Rochel ex Schrad.,Echinops bannaticus,Rochel ex Schrad.,9.01,4.51,8830,4415,n,C-ValueDB,4
202484-1,Echinops exaltatus Schrad.,Echinops exaltatus,Schrad.,7.49,3.75,7340,3670,n,C-ValueDB,4
115950-1,Echium vulgare L.,Echium vulgare,L.,1.65,0.83,1617,809,n,C-ValueDB,4
431700-1,Egeria densa Planch.,Egeria densa,Planch.,15.67,7.84,15359,7680,n,C-ValueDB,4
315523-2,Elaeagnus commutata Bernh.,Elaeagnus commutata,Bernh.,1.33,0.67,1303,652,n,C-ValueDB,4
927281-1,Elaeagnus umbellata Thunb.,Elaeagnus umbellata,Thunb.,1.61,0.81,1578,789,n,C-ValueDB,4
1169169-2,Eleocharis acicularis (L.) Roem. & Schult.,Eleocharis acicularis,(L.) Roem. & Schult.,2.47,1.24,2421,1210,n,C-ValueDB,4
306931-1,Eleocharis mamillata (Lindb.f.) Lindb.f.,Eleocharis mamillata,(Lindb.f.) Lindb.f.,4.6,2.3,4508,2254,n,C-ValueDB,4
1094314-2,Eleocharis palustris (L.) Roem. & Schult.,Eleocharis palustris,(L.) Roem. & Schult.,4.2,2.1,4116,2058,n,C-ValueDB,4
307064-1,Eleocharis quinqueflora (Hartmann) O.Schwarz,Eleocharis quinqueflora,(Hartmann) O.Schwarz,1.12,0.56,1098,549,n,C-ValueDB,4
307177-1,Eleocharis uniglumis (Link) Schult.,Eleocharis uniglumis,(Link) Schult.,10.2,5.1,9996,4998,n,C-ValueDB,4
74675-3,Eleusine indica (L.) Gaertn.,Eleusine indica,(L.) Gaertn.,1.4,0.7,1372,686,n,C-ValueDB,4
90075-2,Elodea canadensis Michx.,Elodea canadensis,Michx.,8.4,4.2,8232,4116,y,C-ValueDB,4
400197-1,Elymus caninus (L.) L.,Elymus caninus,(L.) L.,17.2,8.6,16856,8428,n,C-ValueDB,4
90320-2,Elymus repens (L.) Gould,Elymus repens,(L.) Gould,24,12,23520,11760,n,C-ValueDB,4
30371508-2,Empetrum nigrum L.,Empetrum nigrum,L.,1.29,0.65,1264,632,n,C-ValueDB,4
611725-1,Epilobium ciliatum Raf.,Epilobium ciliatum,Raf.,1,0.5,980,490,n,C-ValueDB,4
611919-1,Epilobium hirsutum L.,Epilobium hirsutum,L.,0.6,0.3,588,294,y,C-ValueDB,4
612128-1,Epilobium obscurum Schreb.,Epilobium obscurum,Schreb.,0.4,0.2,392,196,y,C-ValueDB,4
612155-1,Epilobium palustre L.,Epilobium palustre,L.,0.4,0.2,392,196,y,C-ValueDB,4
612378-1,Epilobium tetragonum L.,Epilobium tetragonum,L.,1.2,0.6,1176,588,n,C-ValueDB,4
107260-1,Epimedium alpinum L.,Epimedium alpinum,L.,8.19,4.1,8026,4013,n,C-ValueDB,4
633228-1,Epipactis helleborine Crantz,Epipactis helleborine,Crantz,27.6,13.8,27048,13524,n,C-ValueDB,4
300073-2,Equisetum arvense L.,Equisetum arvense,L.,29.3,14.65,28704,14352,n,C-ValueDB,4
30041462-2,Equisetum fluviatile L.,Equisetum fluviatile,L.,27,13.5,26460,13230,y,C-ValueDB,4
92939-2,Equisetum hyemale L.,Equisetum hyemale,L.,52.6,26.3,51548,25774,n,C-ValueDB,4
30039890-2,Equisetum palustre L.,Equisetum palustre,L.,28.5,14.25,27930,13965,n,C-ValueDB,4
60437142-2,Equisetum pratense Ehrh.,Equisetum pratense,Ehrh.,25.56,12.78,25049,12524,n,C-ValueDB,4
303325-2,Equisetum sylvaticum L.,Equisetum sylvaticum,L.,25.78,12.89,25264,12632,n,C-ValueDB,4
93031-2,Equisetum variegatum Schleich. ex F.Weber & D.Mohr,Equisetum variegatum,Schleich. ex F.Weber & D.Mohr,60.7,30.35,59486,29743,n,C-ValueDB,4
401317-1,Eragrostis minor Host,Eragrostis minor,Host,1.46,0.73,1434,717,n,C-ValueDB,4
1105499-2,Eragrostis tef (Zucc.) Trotter,Eragrostis tef,(Zucc.) Trotter,1.4,0.7,1372,686,n,C-ValueDB,4
711189-1,Eranthis hyemalis (L.) Salisb.,Eranthis hyemalis,(L.) Salisb.,18.6,9.3,18228,9114,n,C-ValueDB,4
332092-2,Erica carnea L.,Erica carnea,L.,1.34,0.67,1313,657,n,C-ValueDB,4
203539-1,Erigeron annuus (L.) Pers.,Erigeron annuus,(L.) Pers.,4.34,2.17,4253,2127,n,C-ValueDB,4
204312-1,Erigeron philadelphicus L.,Erigeron philadelphicus,L.,1.79,0.9,1754,877,n,C-ValueDB,4
1060148-2,Eriocaulon aquaticum (Hill) Druce,Eriocaulon aquaticum,(Hill) Druce,8.37,4.19,8203,4101,y,C-ValueDB,4
307335-1,Eriophorum angustifolium Honck.,Eriophorum angustifolium,Honck.,1.4,0.7,1372,686,y,C-ValueDB,4
307418-1,Eriophorum vaginatum L.,Eriophorum vaginatum,L.,0.8,0.4,784,392,y,C-ValueDB,4
372219-1,Erodium cicutarium (L.) L'Hér.,Erodium cicutarium,(L.) L'Hér.,2.39,1.2,2342,1171,n,C-ValueDB,4
283486-1,Erucastrum gallicum (Willd.) O.E.Schulz,Erucastrum gallicum,(Willd.) O.E.Schulz,2.08,1.04,2038,1019,n,C-ValueDB,4
841804-1,Eryngium giganteum M.Bieb.,Eryngium giganteum,M.Bieb.,5.6,2.8,5488,2744,n,C-ValueDB,4
841903-1,Eryngium maritimum L.,Eryngium maritimum,L.,2.49,1.25,2440,1220,n,C-ValueDB,4
841973-1,Eryngium planum L.,Eryngium planum,L.,1.81,0.9,1769,884,n,C-ValueDB,4
842084-1,Eryngium variifolium Coss.,Eryngium variifolium,Coss.,3,1.5,2940,1470,n,C-ValueDB,4
307231-2,Erysimum cheiranthoides L.,Erysimum cheiranthoides,L.,1.66,0.83,1627,813,n,C-ValueDB,4
534921-1,Erythronium dens-canis L.,Erythronium dens-canis,L.,49.98,24.99,48980,24490,n,C-ValueDB,4
791101-1,Escallonia rubra (Ruiz & Pav.) Pers.,Escallonia rubra,(Ruiz & Pav.) Pers.,0.85,0.42,828,414,y,C-ValueDB,4
30043364-2,Eschscholzia californica Cham.,Eschscholzia californica,Cham.,2.2,1.1,2156,1078,n,C-ValueDB,4
592965-1,Eucalyptus globulus Labill.,Eucalyptus globulus,Labill.,1.1,0.55,1078,539,n,C-ValueDB,4
160876-1,Euonymus europaeus L.,Euonymus europaeus,L.,1.88,0.94,1842,921,n,C-ValueDB,4
205581-1,Eupatorium cannabinum L.,Eupatorium cannabinum,L.,4.93,2.46,4830,2415,n,C-ValueDB,4
345568-1,Euphorbia amygdaloides L.,Euphorbia amygdaloides,L.,7.02,3.51,6876,3438,n,C-ValueDB,4
346205-1,Euphorbia cyparissias L.,Euphorbia cyparissias,L.,2.21,1.11,2170,1085,n,C-ValueDB,4
346754-1,Euphorbia helioscopia L.,Euphorbia helioscopia,L.,1.79,0.89,1750,875,n,C-ValueDB,4
347659-1,Euphorbia paralias L.,Euphorbia paralias,L.,1.56,0.78,1529,764,n,C-ValueDB,4
347724-1,Euphorbia peplus L.,Euphorbia peplus,L.,0.69,0.35,676,338,n,C-ValueDB,4
694519-1,Fagopyrum cymosum (Trevir.) Meisn.,Fagopyrum cymosum,(Trevir.) Meisn.,2.32,1.16,2274,1137,n,C-ValueDB,4
694519-1,Fagopyrum cymosum (Trevir.) Meisn.,Fagopyrum cymosum,(Trevir.) Meisn.,3.37,1.69,3303,1651,n,C-ValueDB,4
694526-1,Fagopyrum esculentum Moench,Fagopyrum esculentum,Moench,5.49,2.75,5380,2690,n,C-ValueDB,4
305836-2,Fagus sylvatica L.,Fagus sylvatica,L.,1.08,0.54,1058,529,n,C-ValueDB,4
694561-1,Fallopia baldschuanica (Regel) Holub,Fallopia baldschuanica,(Regel) Holub,2,1,1960,980,y,C-ValueDB,4
103354-2,Fallopia convolvulus (L.) Á. Löve,Fallopia convolvulus,(L.) Á. Löve,1.4,0.7,1372,686,y,C-ValueDB,4
694568-1,Fallopia dumetorum (L.) Holub,Fallopia dumetorum,(L.) Holub,0.6,0.3,588,294,n,C-ValueDB,4
694568-1,Fallopia dumetorum (L.) Holub,Fallopia dumetorum,(L.) Holub,1.53,0.77,1499,750,y,C-ValueDB,4
77083572-1,Festuca filiformis Pourr.,Festuca filiformis,Pourr.,5.01,2.51,4913,2456,n,C-ValueDB,4
20008857-1,Festuca glauca Vill.,Festuca glauca,Vill.,14.22,7.11,13936,6968,n,C-ValueDB,4
402849-1,Festuca heterophylla Lam.,Festuca heterophylla,Lam.,11.32,5.66,11094,5547,n,C-ValueDB,4
402992-1,Festuca lemanii T.Bastard,Festuca lemanii,T.Bastard,13.96,6.98,13681,6840,n,C-ValueDB,4
89999-3,Festuca longifolia Thuill.,Festuca longifolia,Thuill.,12.7,6.35,12446,6223,n,C-ValueDB,4
403212-1,Festuca ovina L.,Festuca ovina,L.,4.83,2.41,4729,2364,n,C-ValueDB,4
403212-1,Festuca ovina L.,Festuca ovina,L.,9.6,4.8,9408,4704,y,C-ValueDB,4
403725-1,Festuca vivipara (L.) Sm.,Festuca vivipara,(L.) Sm.,9.92,4.96,9724,4862,n,C-ValueDB,4
852556-1,Ficus carica L.,Ficus carica,L.,0.73,0.37,715,358,n,C-ValueDB,4
207952-1,Filago pyramidata L.,Filago pyramidata,L.,1.34,0.67,1313,656,n,C-ValueDB,4
842680-1,Foeniculum vulgare Mill.,Foeniculum vulgare,Mill.,4.78,2.39,4684,2342,n,C-ValueDB,4
60441586-2,Fragaria moschata (Duchesne) Weston,Fragaria moschata,(Duchesne) Weston,0.6,0.3,588,294,n,C-ValueDB,4
30074127-2,Fragaria vesca L.,Fragaria vesca,L.,0.49,0.25,482,241,n,C-ValueDB,4
717344-1,Frangula alnus Mill.,Frangula alnus,Mill.,0.66,0.33,647,323,n,C-ValueDB,4
609009-1,Fraxinus excelsior L.,Fraxinus excelsior,L.,1.68,0.84,1646,823,n,C-ValueDB,4
609128-1,Fraxinus ornus L.,Fraxinus ornus,L.,1.95,0.98,1911,956,n,C-ValueDB,4
535213-1,Fritillaria meleagris L.,Fritillaria meleagris,L.,94.6,47.3,92708,46354,n,C-ValueDB,4
612572-1,Fuchsia magellanica Lam.,Fuchsia magellanica,Lam.,2.93,1.47,2871,1436,n,C-ValueDB,4
673038-1,Fumaria muralis Sond. ex W.D.J.Koch,Fumaria muralis,Sond. ex W.D.J.Koch,1.2,0.6,1176,588,n,C-ValueDB,4
535452-1,Gagea bohemica (Zauschn.) Schult. & Schult.f.,Gagea bohemica,(Zauschn.) Schult. & Schult.f.,15.62,7.81,15309,7655,n,C-ValueDB,4
535577-1,Gagea lutea (L.) Ker Gawl.,Gagea lutea,(L.) Ker Gawl.,39.5,19.75,38710,19355,n,C-ValueDB,4
208410-1,Galactites tomentosus Moench,Galactites tomentosus,Moench,2,1,1960,980,n,C-ValueDB,4
332096-2,Galanthus elwesii Hook.f.,Galanthus elwesii,Hook.f.,55.3,27.65,54194,27097,n,C-ValueDB,4
332096-2,Galanthus elwesii Hook.f.,Galanthus elwesii,Hook.f.,106.6,53.3,104468,52234,n,C-ValueDB,4
332096-2,Galanthus elwesii Hook.f.,Galanthus elwesii,Hook.f.,157.4,78.7,154252,77126,n,C-ValueDB,4
64496-1,Galanthus nivalis L.,Galanthus nivalis,L.,72.2,36.1,70756,35378,n,C-ValueDB,4
64496-1,Galanthus nivalis L.,Galanthus nivalis,L.,105.3,52.65,103194,51597,n,C-ValueDB,4
64504-1,Galanthus plicatus M.Bieb.,Galanthus plicatus,M.Bieb.,55.4,27.7,54292,27146,n,C-ValueDB,4
64515-1,Galanthus woronowii Losinsk.,Galanthus woronowii,Losinsk.,56.3,28.15,55174,27587,n,C-ValueDB,4
495681-1,Galega officinalis L.,Galega officinalis,L.,4.42,2.21,4332,2166,n,C-ValueDB,4
447136-1,Galeopsis tetrahit L.,Galeopsis tetrahit,L.,3.1,1.55,3038,1519,n,C-ValueDB,4
208554-1,Galinsoga parviflora Cav.,Galinsoga parviflora,Cav.,1.51,0.76,1480,740,n,C-ValueDB,4
208557-1,Galinsoga quadriradiata Ruiz & Pav.,Galinsoga quadriradiata,Ruiz & Pav.,4.04,2.02,3959,1980,n,C-ValueDB,4
749481-1,Galium album Mill.,Galium album,Mill.,3.77,1.89,3695,1847,n,C-ValueDB,4
30007294-2,Galium aparine L.,Galium aparine,L.,2.9,1.45,2842,1421,n,C-ValueDB,4
749626-1,Galium boreale L.,Galium boreale,L.,3.2,1.6,3136,1568,n,C-ValueDB,4
750370-1,Galium palustre L.,Galium palustre,L.,2.6,1.3,2548,1274,y,C-ValueDB,4
750586-1,Galium saxatile L.,Galium saxatile,L.,3,1.5,2940,1470,y,C-ValueDB,4
750676-1,Galium sterneri Ehrend.,Galium sterneri,Ehrend.,2,1,1960,980,y,C-ValueDB,4
750829-1,Galium verum L.,Galium verum,L.,3.77,1.89,3699,1849,n,C-ValueDB,4
330655-1,Gaultheria procumbens L.,Gaultheria procumbens,L.,2.5,1.25,2450,1225,n,C-ValueDB,4
496255-1,Genista pilosa L.,Genista pilosa,L.,2.07,1.04,2029,1014,n,C-ValueDB,4
496408-1,Genista tinctoria L.,Genista tinctoria,L.,3.34,1.67,3273,1637,n,C-ValueDB,4
367809-1,Gentiana asclepiadea L.,Gentiana asclepiadea,L.,6.16,3.08,6037,3018,n,C-ValueDB,4
372911-1,Geranium columbinum L.,Geranium columbinum,L.,1.43,0.71,1398,699,n,C-ValueDB,4
372960-1,Geranium dalmaticum (Beck) Rech.f.,Geranium dalmaticum,(Beck) Rech.f.,1.44,0.72,1411,706,n,C-ValueDB,4
373281-1,Geranium macrorrhizum L.,Geranium macrorrhizum,L.,3.71,1.86,3636,1818,n,C-ValueDB,4
322504-2,Geranium pyrenaicum Burm.f.,Geranium pyrenaicum,Burm.f.,2.88,1.44,2822,1411,n,C-ValueDB,4
322494-2,Geranium sanguineum L.,Geranium sanguineum,L.,8.38,4.19,8212,4106,n,C-ValueDB,4
725399-1,Geum urbanum L.,Geum urbanum,L.,3.01,1.51,2950,1475,n,C-ValueDB,4
262125-1,Ginkgo biloba L.,Ginkgo biloba,L.,18.81,9.41,18400,9200,NA,C-ValueDB,4
262125-1,Ginkgo biloba L.,Ginkgo biloba,L.,38.24,19.12,37400,18700,NA,C-ValueDB,4
447338-1,Glechoma hederacea L.,Glechoma hederacea,L.,1.8,0.9,1764,882,n,C-ValueDB,4
404069-1,Glyceria canadensis (Michx.) Trin.,Glyceria canadensis,(Michx.) Trin.,7.7,3.85,7546,3773,n,C-ValueDB,4
404100-1,Glyceria fluitans (L.) R.Br.,Glyceria fluitans,(L.) R.Br.,3.4,1.7,3332,1666,y,C-ValueDB,4
404141-1,Glyceria maxima (Hartm.) Holmb.,Glyceria maxima,(Hartm.) Holmb.,12.2,6.1,11956,5978,y,C-ValueDB,4
60450240-2,Glycine max (L.) Merr.,Glycine max,(L.) Merr.,2.2,1.1,2156,1078,n,C-ValueDB,4
1088707-2,Goodyera repens (L.) R.Br.,Goodyera repens,(L.) R.Br.,9.6,4.8,9408,4704,n,C-ValueDB,4
210735-1,Guizotia abyssinica (L.f.) Cass.,Guizotia abyssinica,(L.f.) Cass.,7.8,3.9,7644,3822,n,C-ValueDB,4
324610-2,Gunnera manicata Linden ex Delchev.,Gunnera manicata,Linden ex Delchev.,14.87,7.44,14573,7286,NA,C-ValueDB,4
636509-1,Gymnadenia conopsea (L.) R.Br.,Gymnadenia conopsea,(L.) R.Br.,11.01,5.51,10790,5395,n,C-ValueDB,4
17112110-1,Gymnocarpium dryopteris (L.) Newman,Gymnocarpium dryopteris,(L.) Newman,15.02,7.51,14710,7355,n,C-ValueDB,4
17112130-1,Gymnocarpium robertianum (Hoffm.) Newman,Gymnocarpium robertianum,(Hoffm.) Newman,11.78,5.89,11544,5772,n,C-ValueDB,4
90679-1,Hedera colchica (K.Koch) K.Koch,Hedera colchica,(K.Koch) K.Koch,10.9,5.45,10682,5341,n,C-ValueDB,4
90723-1,Hedera helix L.,Hedera helix,L.,3,1.5,2940,1470,n,C-ValueDB,4
77176743-1,Hedera hibernica (G.Kirchn.) Bean,Hedera hibernica,(G.Kirchn.) Bean,6,3,5880,2940,n,C-ValueDB,4
169032-1,Helianthemum nummularium (L.) Mill.,Helianthemum nummularium,(L.) Mill.,4.4,2.2,4312,2156,y,C-ValueDB,4
329252-2,Helianthus tuberosus L.,Helianthus tuberosus,L.,22.65,11.33,22197,11099,n,C-ValueDB,4
212898-1,Helichrysum italicum (Roth) G.Don,Helichrysum italicum,(Roth) G.Don,3.32,1.66,3254,1627,n,C-ValueDB,4
711295-1,Helleborus argutifolius Viv.,Helleborus argutifolius,Viv.,18.3,9.15,17934,8967,n,C-ValueDB,4
711295-1,Helleborus argutifolius Viv.,Helleborus argutifolius,Viv.,18.9,9.45,18522,9261,n,C-ValueDB,4
711317-1,Helleborus foetidus L.,Helleborus foetidus,L.,22,11,21560,10780,n,C-ValueDB,4
711386-1,Helleborus viridis L.,Helleborus viridis,L.,28.7,14.35,28126,14063,n,C-ValueDB,4
536346-1,Hemerocallis lilioasphodelus L.,Hemerocallis lilioasphodelus,L.,7.78,3.89,7629,3815,n,C-ValueDB,4
843179-1,Heracleum sphondylium L.,Heracleum sphondylium,L.,4.37,2.19,4283,2141,n,C-ValueDB,4
434799-1,Herniaria glabra L.,Herniaria glabra,L.,1.05,0.53,1029,515,n,C-ValueDB,4
285087-1,Hesperis matronalis L.,Hesperis matronalis,L.,7.6,3.8,7448,3724,n,C-ValueDB,4
214622-1,Hieracium alpinum L.,Hieracium alpinum,L.,7.56,3.78,7409,3704,n,C-ValueDB,4
214622-1,Hieracium alpinum L.,Hieracium alpinum,L.,7.9,3.95,7742,3871,n,C-ValueDB,4
214716-1,Hieracium amplexicaule L.,Hieracium amplexicaule,L.,10.8,5.4,10584,5292,n,C-ValueDB,4
214716-1,Hieracium amplexicaule L.,Hieracium amplexicaule,L.,14.66,7.33,14367,7183,n,C-ValueDB,4
221711-1,Hieracium prenanthoides Vill.,Hieracium prenanthoides,Vill.,7.29,3.65,7144,3572,n,C-ValueDB,4
221711-1,Hieracium prenanthoides Vill.,Hieracium prenanthoides,Vill.,11.41,5.71,11182,5591,n,C-ValueDB,4
222584-1,Hieracium sabaudum L.,Hieracium sabaudum,L.,12.65,6.33,12397,6199,n,C-ValueDB,4
224435-1,Hieracium umbellatum L.,Hieracium umbellatum,L.,8.54,4.27,8369,4185,n,C-ValueDB,4
224672-1,Hieracium villosum Jacq.,Hieracium villosum,Jacq.,11.6,5.8,11368,5684,n,C-ValueDB,4
224672-1,Hieracium villosum Jacq.,Hieracium villosum,Jacq.,15.71,7.86,15396,7698,n,C-ValueDB,4
498352-1,Hippocrepis comosa L.,Hippocrepis comosa,L.,3.81,1.9,3730,1865,n,C-ValueDB,4
285350-1,Hirschfeldia incana (L.) Lagr.-Foss.,Hirschfeldia incana,(L.) Lagr.-Foss.,1.04,0.52,1019,510,n,C-ValueDB,4
405034-1,Holcus lanatus L.,Holcus lanatus,L.,3.4,1.7,3332,1666,y,C-ValueDB,4
123530-2,Holcus mollis L.,Holcus mollis,L.,5.55,2.78,5439,2720,n,C-ValueDB,4
123530-2,Holcus mollis L.,Holcus mollis,L.,8.18,4.09,8016,4008,n,C-ValueDB,4
225016-1,Homogyne alpina (L.) Cass.,Homogyne alpina,(L.) Cass.,13.67,6.84,13397,6698,n,C-ValueDB,4
154821-1,Honckenya peploides (L.) Ehrh.,Honckenya peploides,(L.) Ehrh.,8.66,4.33,8487,4243,n,C-ValueDB,4
405230-1,Hordeum geniculatum All.,Hordeum geniculatum,All.,10.8,5.4,10584,5292,n,C-ValueDB,4
405230-1,Hordeum geniculatum All.,Hordeum geniculatum,All.,21.6,10.8,21168,10584,n,C-ValueDB,4
30066468-2,Hordeum marinum Huds.,Hordeum marinum,Huds.,11,5.5,10780,5390,n,C-ValueDB,4
405301-1,Hordeum murinum L.,Hordeum murinum,L.,11,5.5,10780,5390,n,C-ValueDB,4
405301-1,Hordeum murinum L.,Hordeum murinum,L.,22.2,11.1,21756,10878,n,C-ValueDB,4
405352-1,Hordeum secalinum Schreb.,Hordeum secalinum,Schreb.,22.4,11.2,21952,10976,n,C-ValueDB,4
405391-1,Hordeum vulgare L.,Hordeum vulgare,L.,18.31,9.16,17944,8972,n,C-ValueDB,4
285375-1,Hornungia petraea (L.) Rchb.,Hornungia petraea,(L.) Rchb.,0.34,0.17,333,167,n,C-ValueDB,4
431799-1,Hydrocharis morsus-ranae L.,Hydrocharis morsus-ranae,L.,3.38,1.69,3312,1656,n,C-ValueDB,4
843768-1,Hydrocotyle vulgaris L.,Hydrocotyle vulgaris,L.,2,1,1960,980,y,C-ValueDB,4
815932-1,Hyoscyamus niger L.,Hyoscyamus niger,L.,2.4,1.2,2352,1176,n,C-ValueDB,4
433492-1,Hypericum hirsutum L.,Hypericum hirsutum,L.,0.3,0.15,294,147,n,C-ValueDB,4
433719-1,Hypericum perforatum L.,Hypericum perforatum,L.,0.78,0.39,764,382,n,C-ValueDB,4
433719-1,Hypericum perforatum L.,Hypericum perforatum,L.,1.57,0.78,1535,767,n,C-ValueDB,4
225504-1,Hypochaeris glabra L.,Hypochaeris glabra,L.,3.13,1.57,3067,1534,n,C-ValueDB,4
225539-1,Hypochaeris maculata L.,Hypochaeris maculata,L.,7.4,3.7,7252,3626,n,C-ValueDB,4
225575-1,Hypochaeris radicata L.,Hypochaeris radicata,L.,2.68,1.34,2626,1313,n,C-ValueDB,4
127231-2,Hyssopus officinalis L.,Hyssopus officinalis,L.,1,0.5,980,490,n,C-ValueDB,4
324670-2,Iberis sempervirens L.,Iberis sempervirens,L.,1.12,0.56,1098,549,n,C-ValueDB,4
83051-1,Ilex aquifolium L.,Ilex aquifolium,L.,2.4,1.2,2352,1176,y,C-ValueDB,4
30008241-2,Impatiens capensis Meerb.,Impatiens capensis,Meerb.,1.55,0.78,1519,760,y,C-ValueDB,4
30221088-2,Impatiens glandulifera Royle,Impatiens glandulifera,Royle,2.4,1.2,2352,1176,y,C-ValueDB,4
374266-1,Impatiens parviflora DC.,Impatiens parviflora,DC.,3.82,1.91,3748,1874,n,C-ValueDB,4
374266-1,Impatiens parviflora DC.,Impatiens parviflora,DC.,4.26,2.13,4175,2087,n,C-ValueDB,4
843830-1,Imperatoria ostruthium L.,Imperatoria ostruthium,L.,3.9,1.95,3822,1911,n,C-ValueDB,4
225914-1,Inula helenium L.,Inula helenium,L.,4.52,2.26,4430,2215,n,C-ValueDB,4
226092-1,Inula salicina L.,Inula salicina,L.,3.39,1.7,3322,1661,n,C-ValueDB,4
1101088-2,Ipomoea batatas (L.) Lam.,Ipomoea batatas,(L.) Lam.,3,1.5,2940,1470,n,C-ValueDB,4
1101088-2,Ipomoea batatas (L.) Lam.,Ipomoea batatas,(L.) Lam.,4.6,2.3,4508,2254,n,C-ValueDB,4
30043043-2,Ipomoea purpurea Roth,Ipomoea purpurea,Roth,2,1,1960,980,n,C-ValueDB,4
438606-1,Iris foetidissima L.,Iris foetidissima,L.,14.46,7.23,14173,7087,n,C-ValueDB,4
438992-1,Iris pseudacorus L.,Iris pseudacorus,L.,11.33,5.67,11103,5552,n,C-ValueDB,4
439087-1,Iris sibirica L.,Iris sibirica,L.,9.61,4.81,9421,4711,n,C-ValueDB,4
439235-1,Iris versicolor L.,Iris versicolor,L.,2.1,1.05,2058,1029,n,C-ValueDB,4
285873-1,Isatis tinctoria L.,Isatis tinctoria,L.,1.16,0.58,1137,568,n,C-ValueDB,4
310437-2,Isoetes lacustris L.,Isoetes lacustris,L.,23.94,11.97,23456,11728,n,C-ValueDB,4
442427-1,Juglans regia L.,Juglans regia,L.,1.28,0.64,1254,627,n,C-ValueDB,4
442698-1,Juncus articulatus L.,Juncus articulatus,L.,3.6,1.8,3528,1764,y,C-ValueDB,4
442732-1,Juncus biglumis L.,Juncus biglumis,L.,1.13,0.57,1107,554,n,C-ValueDB,4
