kew_id,taxon_name,taxon_name_binom,authors,GS_2C_pg,GS_1C_pg,GS_2C_Mbp,GS_1C_Mbp,from_BI_material,data_source,ID
42867-2,Caltha palustris L.,Caltha palustris,L.,33,16.5,32340,16170,n,C-ValueDB,4
30033025-2,Calystegia sepium (L.) R.Br.,Calystegia sepium,(L.) R.Br.,1.42,0.71,1392,696,n,C-ValueDB,4
30033025-2,Calystegia sepium (L.) R.Br.,Calystegia sepium,(L.) R.Br.,1.6,0.8,1568,784,y,C-ValueDB,4
140364-1,Campanula glomerata L.,Campanula glomerata,L.,3.61,1.81,3538,1769,n,C-ValueDB,4
140798-1,Campanula patula L.,Campanula patula,L.,2.75,1.38,2695,1348,n,C-ValueDB,4
140920-1,Campanula pyramidalis L.,Campanula pyramidalis,L.,3.24,1.62,3175,1588,n,C-ValueDB,4
140949-1,Campanula rapunculoides L.,Campanula rapunculoides,L.,7.95,3.98,7791,3896,n,C-ValueDB,4
30036649-2,Campanula rotundifolia L.,Campanula rotundifolia,L.,2.19,1.1,2148,1074,n,C-ValueDB,4
30036649-2,Campanula rotundifolia L.,Campanula rotundifolia,L.,4.66,2.33,4567,2283,n,C-ValueDB,4
30092589-2,Capsella bursa-pastoris (L.) Medik.,Capsella bursa-pastoris,(L.) Medik.,0.8,0.4,784,392,n,C-ValueDB,4
280061-1,Capsella rubella Reut.,Capsella rubella,Reut.,0.44,0.22,431,216,n,C-ValueDB,4
280132-1,Cardamine amara L.,Cardamine amara,L.,0.49,0.24,475,238,n,C-ValueDB,4
45189-2,Cardamine flexuosa With.,Cardamine flexuosa,With.,1.8,0.9,1764,882,y,C-ValueDB,4
280380-1,Cardamine hirsuta L.,Cardamine hirsuta,L.,0.46,0.23,449,224,n,C-ValueDB,4
280391-1,Cardamine impatiens L.,Cardamine impatiens,L.,0.42,0.21,416,208,n,C-ValueDB,4
45334-2,Cardamine pratensis L.,Cardamine pratensis,L.,3.4,1.7,3332,1666,y,C-ValueDB,4
188996-1,Carduus pycnocephalus L.,Carduus pycnocephalus,L.,8.6,4.3,8428,4214,n,C-ValueDB,4
30197372-2,Carex acuta L.,Carex acuta,L.,0.82,0.41,804,402,n,C-ValueDB,4
298427-1,Carex acutiformis Ehrh.,Carex acutiformis,Ehrh.,0.82,0.41,800,400,n,C-ValueDB,4
298604-1,Carex appropinquata Schumach.,Carex appropinquata,Schumach.,0.72,0.36,706,353,n,C-ValueDB,4
298633-1,Carex arenaria L.,Carex arenaria,L.,0.7,0.35,686,343,n,C-ValueDB,4
30009416-2,Carex atrata L.,Carex atrata,L.,0.8,0.4,784,392,n,C-ValueDB,4
30016513-2,Carex atrofusca Schkuhr,Carex atrofusca,Schkuhr,1.44,0.72,1411,706,n,C-ValueDB,4
298837-1,Carex binervis Sm.,Carex binervis,Sm.,0.89,0.45,876,438,n,C-ValueDB,4
30070684-2,Carex buxbaumii Wahlenb.,Carex buxbaumii,Wahlenb.,1.42,0.71,1392,696,n,C-ValueDB,4
299030-1,Carex canescens L.,Carex canescens,L.,0.72,0.36,706,353,n,C-ValueDB,4
30074480-2,Carex capillaris L.,Carex capillaris,L.,1,0.5,980,490,n,C-ValueDB,4
324492-2,Carex caryophyllea Latourr.,Carex caryophyllea,Latourr.,1.02,0.51,1000,500,n,C-ValueDB,4
298997-1,Carex cespitosa L.,Carex cespitosa,L.,0.78,0.39,764,382,n,C-ValueDB,4
299153-1,Carex chordorrhiza L.f.,Carex chordorrhiza,L.f.,0.68,0.34,666,333,n,C-ValueDB,4
299420-1,Carex demissa Hornem.,Carex demissa,Hornem.,0.7,0.35,686,343,n,C-ValueDB,4
299427-1,Carex depauperata Curtis ex With.,Carex depauperata,Curtis ex With.,1.44,0.72,1411,706,n,C-ValueDB,4
299441-1,Carex diandra Schrank,Carex diandra,Schrank,0.84,0.42,823,412,n,C-ValueDB,4
299459-1,Carex digitata L.,Carex digitata,L.,0.76,0.38,745,372,n,C-ValueDB,4
330925-2,Carex dioica L.,Carex dioica,L.,1.02,0.51,1000,500,n,C-ValueDB,4
299497-1,Carex distans L.,Carex distans,L.,0.74,0.37,725,363,n,C-ValueDB,4
30089381-2,Carex disticha Huds.,Carex disticha,Huds.,0.86,0.43,843,421,n,C-ValueDB,4
299516-1,Carex divisa Huds.,Carex divisa,Huds.,0.68,0.34,666,333,n,C-ValueDB,4
299519-1,Carex divulsa Stokes,Carex divulsa,Stokes,0.82,0.41,804,402,n,C-ValueDB,4
46120-2,Carex echinata Murray,Carex echinata,Murray,0.76,0.38,745,372,n,C-ValueDB,4
299596-1,Carex elata All.,Carex elata,All.,0.8,0.4,784,392,n,C-ValueDB,4
299609-1,Carex elongata L.,Carex elongata,L.,0.74,0.37,725,363,n,C-ValueDB,4
299646-1,Carex ericetorum Pollich,Carex ericetorum,Pollich,1.14,0.57,1117,559,n,C-ValueDB,4
299756-1,Carex flacca Schreb.,Carex flacca,Schreb.,2.12,1.06,2078,1039,n,C-ValueDB,4
30043428-2,Carex flava L.,Carex flava,L.,0.7,0.35,686,343,n,C-ValueDB,4
300162-1,Carex hirta L.,Carex hirta,L.,0.66,0.33,647,323,n,C-ValueDB,4
300208-1,Carex hostiana DC.,Carex hostiana,DC.,0.68,0.34,666,333,n,C-ValueDB,4
300229-1,Carex humilis Leyss.,Carex humilis,Leyss.,0.94,0.47,921,461,n,C-ValueDB,4
332083-2,Carex lachenalii Schkuhr,Carex lachenalii,Schkuhr,0.8,0.4,784,392,n,C-ValueDB,4
300516-1,Carex laevigata Sm.,Carex laevigata,Sm.,0.9,0.45,885,442,n,C-ValueDB,4
300516-1,Carex laevigata Sm.,Carex laevigata,Sm.,0.89,0.45,874,437,n,C-ValueDB,4
300516-1,Carex laevigata Sm.,Carex laevigata,Sm.,0.92,0.46,900,450,n,C-ValueDB,4
300516-1,Carex laevigata Sm.,Carex laevigata,Sm.,0.94,0.47,922,461,n,C-ValueDB,4
300516-1,Carex laevigata Sm.,Carex laevigata,Sm.,0.94,0.47,922,461,n,C-ValueDB,4
30041747-2,Carex lasiocarpa Ehrh.,Carex lasiocarpa,Ehrh.,0.76,0.38,745,372,n,C-ValueDB,4
46508-2,Carex lepidocarpa Tausch,Carex lepidocarpa,Tausch,0.74,0.37,725,363,n,C-ValueDB,4
300678-1,Carex limosa L.,Carex limosa,L.,0.9,0.45,882,441,n,C-ValueDB,4
300975-1,Carex microglochin Wahlenb.,Carex microglochin,Wahlenb.,0.6,0.3,588,294,n,C-ValueDB,4
301056-1,Carex montana L.,Carex montana,L.,0.68,0.34,666,333,n,C-ValueDB,4
30028489-2,Carex muricata L.,Carex muricata,L.,0.78,0.39,764,382,n,C-ValueDB,4
30066383-2,Carex nigra (L.) Reichard,Carex nigra,(L.) Reichard,0.8,0.4,784,392,n,C-ValueDB,4
30045379-2,Carex norvegica Retz.,Carex norvegica,Retz.,0.76,0.38,745,372,n,C-ValueDB,4
301357-1,Carex ornithopoda Willd.,Carex ornithopoda,Willd.,0.72,0.36,706,353,n,C-ValueDB,4
301371-1,Carex otrubae Podp.,Carex otrubae,Podp.,0.78,0.39,764,382,n,C-ValueDB,4
301409-1,Carex pallescens L.,Carex pallescens,L.,0.78,0.39,764,382,n,C-ValueDB,4
301423-1,Carex panicea L.,Carex panicea,L.,1.38,0.69,1352,676,n,C-ValueDB,4
30075588-2,Carex paniculata L.,Carex paniculata,L.,0.76,0.38,745,372,n,C-ValueDB,4
301464-1,Carex pauciflora Lightf.,Carex pauciflora,Lightf.,0.76,0.38,745,372,n,C-ValueDB,4
301492-1,Carex pendula Huds.,Carex pendula,Huds.,0.74,0.37,725,363,n,C-ValueDB,4
301587-1,Carex pilulifera L.,Carex pilulifera,L.,1,0.5,980,490,n,C-ValueDB,4
301736-1,Carex pseudocyperus L.,Carex pseudocyperus,L.,0.72,0.36,706,353,n,C-ValueDB,4
301806-1,Carex pulicaris L.,Carex pulicaris,L.,0.64,0.32,627,314,n,C-ValueDB,4
301815-1,Carex punctata Gaudin,Carex punctata,Gaudin,0.68,0.34,666,333,n,C-ValueDB,4
301872-1,Carex rariflora (Wahlenb.) Sm.,Carex rariflora,(Wahlenb.) Sm.,0.94,0.47,921,461,n,C-ValueDB,4
301911-1,Carex remota L.,Carex remota,L.,0.8,0.4,784,392,n,C-ValueDB,4
30019363-2,Carex riparia Curtis,Carex riparia,Curtis,0.82,0.41,804,402,n,C-ValueDB,4
302034-1,Carex rupestris All.,Carex rupestris,All.,0.68,0.34,666,333,n,C-ValueDB,4
302425-1,Carex strigosa Huds.,Carex strigosa,Huds.,0.68,0.34,666,333,n,C-ValueDB,4
302516-1,Carex sylvatica Huds.,Carex sylvatica,Huds.,0.76,0.38,745,372,n,C-ValueDB,4
302842-1,Carex vaginata Tausch,Carex vaginata,Tausch,1.48,0.74,1450,725,n,C-ValueDB,4
302885-1,Carex vesicaria L.,Carex vesicaria,L.,0.8,0.4,784,392,n,C-ValueDB,4
302952-1,Carex vulpina L.,Carex vulpina,L.,0.72,0.36,706,353,n,C-ValueDB,4
324494-2,Carex vulpinoidea Michx.,Carex vulpinoidea,Michx.,0.91,0.45,890,445,n,C-ValueDB,4
295248-1,Carpinus betulus L.,Carpinus betulus,L.,2.06,1.03,2019,1009,n,C-ValueDB,4
189503-1,Carthamus lanatus L.,Carthamus lanatus,L.,4.8,2.4,4704,2352,n,C-ValueDB,4
324467-2,Carthamus tinctorius L.,Carthamus tinctorius,L.,2.79,1.4,2734,1367,n,C-ValueDB,4
295349-1,Castanea sativa Mill.,Castanea sativa,Mill.,1.96,0.98,1921,960,n,C-ValueDB,4
395086-1,Catabrosa aquatica (L.) P.Beauv.,Catabrosa aquatica,(L.) P.Beauv.,6.4,3.2,6272,3136,y,C-ValueDB,4
189609-1,Catananche caerulea L.,Catananche caerulea,L.,11.51,5.76,11280,5640,n,C-ValueDB,4
50881822-1,Cedrus atlantica (Endl.) Carriere,Cedrus atlantica,(Endl.) Carriere,32.47,16.23,31752,15876,NA,C-ValueDB,4
676701-1,Cedrus deodara (Roxb. ex D.Don) G.Don,Cedrus deodara,(Roxb. ex D.Don) G.Don,32.67,16.33,31948,15974,NA,C-ValueDB,4
676705-1,Cedrus libani A.Rich.,Cedrus libani,A.Rich.,32.07,16.03,31360,15680,NA,C-ValueDB,4
676705-1,Cedrus libani A.Rich.,Cedrus libani,A.Rich.,32.57,16.28,31850,15925,NA,C-ValueDB,4
927512-1,Celastrus orbiculatus Thunb.,Celastrus orbiculatus,Thunb.,0.77,0.39,755,377,n,C-ValueDB,4
316518-2,Cenchrus echinatus L.,Cenchrus echinatus,L.,5.2,2.6,5096,2548,n,C-ValueDB,4
189935-1,Centaurea aspera L.,Centaurea aspera,L.,2.04,1.02,1999,1000,n,C-ValueDB,4
330052-2,Centaurea calcitrapa L.,Centaurea calcitrapa,L.,1.85,0.93,1813,907,n,C-ValueDB,4
190310-1,Centaurea cyanus L.,Centaurea cyanus,L.,1.42,0.71,1392,696,n,C-ValueDB,4
190331-1,Centaurea debeauxii Godr. & Gren.,Centaurea debeauxii,Godr. & Gren.,4.3,2.15,4214,2107,n,C-ValueDB,4
190753-1,Centaurea jacea L.,Centaurea jacea,L.,4,2,3920,1960,n,C-ValueDB,4
190753-1,Centaurea jacea L.,Centaurea jacea,L.,4.1,2.05,4018,2009,n,C-ValueDB,4
191037-1,Centaurea montana L.,Centaurea montana,L.,2.76,1.38,2705,1352,n,C-ValueDB,4
191037-1,Centaurea montana L.,Centaurea montana,L.,3.96,1.98,3881,1940,n,C-ValueDB,4
191100-1,Centaurea nigra L.,Centaurea nigra,L.,2.24,1.12,2195,1098,n,C-ValueDB,4
191521-1,Centaurea scabiosa L.,Centaurea scabiosa,L.,4.59,2.3,4498,2249,n,C-ValueDB,4
191626-1,Centaurea solstitialis L.,Centaurea solstitialis,L.,1.74,0.87,1705,853,n,C-ValueDB,4
326619-2,Centaurium erythraea Rafn,Centaurium erythraea,Rafn,2.12,1.06,2078,1039,n,C-ValueDB,4
326619-2,Centaurium erythraea Rafn,Centaurium erythraea,Rafn,2.4,1.2,2352,1176,y,C-ValueDB,4
859258-1,Centranthus calcitrapae (L.) Dufr.,Centranthus calcitrapae,(L.) Dufr.,1.56,0.78,1529,764,n,C-ValueDB,4
859275-1,Centranthus ruber (L.) DC.,Centranthus ruber,(L.) DC.,1.16,0.58,1137,568,n,C-ValueDB,4
622369-1,Cephalanthera damasonium (Mill.) Druce,Cephalanthera damasonium,(Mill.) Druce,32.8,16.4,32144,16072,n,C-ValueDB,4
622389-1,Cephalanthera longifolia (L.) Fritsch,Cephalanthera longifolia,(L.) Fritsch,33.6,16.8,32928,16464,n,C-ValueDB,4
622405-1,Cephalanthera rubra (L.) Rich.,Cephalanthera rubra,(L.) Rich.,31.28,15.64,30654,15327,n,C-ValueDB,4
319110-1,Cephalaria gigantea (Ledeb.) Bobrov,Cephalaria gigantea,(Ledeb.) Bobrov,13.73,6.86,13451,6726,n,C-ValueDB,4
302288-2,Cerastium alpinum L.,Cerastium alpinum,L.,3.7,1.85,3626,1813,n,C-ValueDB,4
52333-2,Cerastium cerastoides (L.) Britton,Cerastium cerastoides,(L.) Britton,1.4,0.7,1372,686,n,C-ValueDB,4
152255-1,Cerastium fontanum Baumg.,Cerastium fontanum,Baumg.,5.8,2.9,5684,2842,n,C-ValueDB,4
30006047-2,Ceratophyllum demersum L.,Ceratophyllum demersum,L.,1.38,0.69,1348,674,n,C-ValueDB,4
722128-1,Chaenomeles speciosa (Sweet) Nakai,Chaenomeles speciosa,(Sweet) Nakai,1.2,0.6,1176,588,n,C-ValueDB,4
801402-1,Chaenorhinum origanifolium (L.) Kostel.,Chaenorhinum origanifolium,(L.) Kostel.,1.13,0.57,1107,554,n,C-ValueDB,4
192489-1,Chamaemelum nobile (L.) All.,Chamaemelum nobile,(L.) All.,10.6,5.3,10388,5194,n,C-ValueDB,4
611374-1,Chamaenerion angustifolium (L.) Scop.,Chamaenerion angustifolium,(L.) Scop.,0.8,0.4,784,392,y,C-ValueDB,4
303589-2,Chelidonium majus L.,Chelidonium majus,L.,2.26,1.13,2215,1107,n,C-ValueDB,4
55993-2,Chenopodium album L.,Chenopodium album,L.,1.53,0.77,1499,750,n,C-ValueDB,4
55993-2,Chenopodium album L.,Chenopodium album,L.,3.26,1.63,3195,1597,n,C-ValueDB,4
55993-2,Chenopodium album L.,Chenopodium album,L.,4.6,2.3,4508,2254,n,C-ValueDB,4
56074-2,Chenopodium bushianum Aellen,Chenopodium bushianum,Aellen,3.18,1.59,3116,1558,n,C-ValueDB,4
164928-1,Chenopodium ficifolium Sm.,Chenopodium ficifolium,Sm.,1.33,0.66,1299,649,n,C-ValueDB,4
164949-1,Chenopodium giganteum D.Don,Chenopodium giganteum,D.Don,4.39,2.2,4302,2151,n,C-ValueDB,4
60447126-2,Chenopodium opulifolium Schrad. ex W.D.J.Koch & Ziz,Chenopodium opulifolium,Schrad. ex W.D.J.Koch & Ziz,2.66,1.33,2607,1303,n,C-ValueDB,4
309537-2,Chenopodium pratericola Rydb.,Chenopodium pratericola,Rydb.,2.12,1.06,2078,1039,n,C-ValueDB,4
30126588-2,Chenopodium strictum Roth,Chenopodium strictum,Roth,1.6,0.8,1568,784,n,C-ValueDB,4
165311-1,Chenopodium vulvaria L.,Chenopodium vulvaria,L.,1.27,0.64,1245,622,n,C-ValueDB,4
486336-1,Cicer arietinum L.,Cicer arietinum,L.,2,1,1960,980,n,C-ValueDB,4
194423-1,Cicerbita alpina (L.) Wallr.,Cicerbita alpina,(L.) Wallr.,5.81,2.91,5694,2847,n,C-ValueDB,4
194479-1,Cicerbita plumieri (L.) Kirschl.,Cicerbita plumieri,(L.) Kirschl.,5.75,2.88,5635,2818,n,C-ValueDB,4
194533-1,Cichorium intybus L.,Cichorium intybus,L.,2.65,1.33,2597,1299,n,C-ValueDB,4
611469-1,Circaea lutetiana L.,Circaea lutetiana,L.,1.16,0.58,1137,568,n,C-ValueDB,4
30076919-2,Cirsium acaule Scop.,Cirsium acaule,Scop.,2.62,1.31,2568,1284,n,C-ValueDB,4
195034-1,Cirsium arvense (L.) Scop.,Cirsium arvense,(L.) Scop.,2.84,1.42,2783,1392,n,C-ValueDB,4
195318-1,Cirsium eriophorum (L.) Scop.,Cirsium eriophorum,(L.) Scop.,3.6,1.8,3528,1764,n,C-ValueDB,4
195465-1,Cirsium heterophyllum (L.) Hill,Cirsium heterophyllum,(L.) Hill,2.14,1.07,2097,1049,n,C-ValueDB,4
195767-1,Cirsium oleraceum (L.) Scop.,Cirsium oleraceum,(L.) Scop.,2.32,1.16,2274,1137,n,C-ValueDB,4
195790-1,Cirsium palustre (L.) Scop.,Cirsium palustre,(L.) Scop.,2.58,1.29,2528,1264,n,C-ValueDB,4
196145-1,Cirsium tuberosum (L.) All.,Cirsium tuberosum,(L.) All.,11.26,5.63,11035,5517,n,C-ValueDB,4
196191-1,Cirsium vulgare (Savi) Ten.,Cirsium vulgare,(Savi) Ten.,5.54,2.77,5429,2715,n,C-ValueDB,4
59701-2,Clarkia amoena (Lehm.) A.Nelson & J.F.Macbr.,Clarkia amoena,(Lehm.) A.Nelson & J.F.Macbr.,4.2,2.1,4116,2058,n,C-ValueDB,4
709592-1,Clematis cirrhosa L.,Clematis cirrhosa,L.,19.08,9.54,18698,9349,n,C-ValueDB,4
709687-1,Clematis flammula L.,Clematis flammula,L.,30.3,15.15,29694,14847,n,C-ValueDB,4
709900-1,Clematis montana Buch.-Ham. ex DC.,Clematis montana,Buch.-Ham. ex DC.,20.3,10.15,19894,9947,n,C-ValueDB,4
319145-2,Clematis vitalba L.,Clematis vitalba,L.,16.81,8.41,16474,8237,n,C-ValueDB,4
61206-2,Clinopodium vulgare L.,Clinopodium vulgare,L.,0.89,0.45,872,436,n,C-ValueDB,4
281414-1,Cochlearia danica L.,Cochlearia danica,L.,1.4,0.7,1372,686,n,C-ValueDB,4
281469-1,Cochlearia officinalis L.,Cochlearia officinalis,L.,1.5,0.75,1470,735,n,C-ValueDB,4
281484-1,Cochlearia pyrenaica DC.,Cochlearia pyrenaica,DC.,0.8,0.4,784,392,n,C-ValueDB,4
533232-1,Colchicum autumnale L.,Colchicum autumnale,L.,5.89,2.95,5772,2886,n,C-ValueDB,4
486805-1,Colutea arborescens L.,Colutea arborescens,L.,1.4,0.7,1372,686,n,C-ValueDB,4
63773-2,Comarum palustre L.,Comarum palustre,L.,1.07,0.54,1049,524,n,C-ValueDB,4
533487-1,Convallaria majalis L.,Convallaria majalis,L.,35.33,17.66,34621,17311,n,C-ValueDB,4
265849-1,Convolvulus arvensis L.,Convolvulus arvensis,L.,1.33,0.67,1303,652,n,C-ValueDB,4
747491-1,Coprosma repens A.Rich.,Coprosma repens,A.Rich.,2.8,1.4,2744,1372,n,C-ValueDB,4
30219502-2,Corallorhiza trifida Chatel.,Corallorhiza trifida,Chatel.,12.7,6.35,12446,6223,n,C-ValueDB,4
533544-1,Cordyline australis (G.Forst.) Endl.,Cordyline australis,(G.Forst.) Endl.,1.23,0.62,1206,603,n,C-ValueDB,4
20005010-1,Coreopsis grandiflora Hogg ex Sweet,Coreopsis grandiflora,Hogg ex Sweet,5,2.5,4900,2450,n,C-ValueDB,4
840760-1,Coriandrum sativum L.,Coriandrum sativum,L.,5.08,2.54,4978,2489,n,C-ValueDB,4
271519-1,Cornus canadensis L.,Cornus canadensis,L.,4.4,2.2,4312,2156,n,C-ValueDB,4
271612-1,Cornus mas L.,Cornus mas,L.,6.8,3.4,6664,3332,n,C-ValueDB,4
271661-1,Cornus sanguinea L.,Cornus sanguinea,L.,2.32,1.16,2274,1137,n,C-ValueDB,4
66169-2,Cornus sericea L.,Cornus sericea,L.,2.4,1.2,2352,1176,n,C-ValueDB,4
396664-1,Cortaderia richardii (Endl.) Zotov,Cortaderia richardii,(Endl.) Zotov,7.85,3.93,7693,3847,n,C-ValueDB,4
672129-1,Corydalis cava (L.) Schweigg. & Körte,Corydalis cava,(L.) Schweigg. & Körte,1.91,0.95,1870,935,n,C-ValueDB,4
60454743-2,Corydalis solida (L.) Clairv.,Corydalis solida,(L.) Clairv.,1.22,0.61,1191,596,n,C-ValueDB,4
295446-1,Corylus avellana L.,Corylus avellana,L.,0.85,0.43,833,417,n,C-ValueDB,4
295453-1,Corylus colurna L.,Corylus colurna,L.,0.85,0.43,833,417,n,C-ValueDB,4
396681-1,Corynephorus canescens (L.) P.Beauv.,Corynephorus canescens,(L.) P.Beauv.,2.2,1.1,2156,1078,n,C-ValueDB,4
198320-1,Cosmos bipinnatus Cav.,Cosmos bipinnatus,Cav.,3,1.5,2940,1470,n,C-ValueDB,4
69498-1,Cotinus coggygria Scop.,Cotinus coggygria,Scop.,0.66,0.33,647,323,n,C-ValueDB,4
722476-1,Cotoneaster divaricatus Rehder & E.H.Wilson,Cotoneaster divaricatus,Rehder & E.H.Wilson,2.73,1.37,2675,1338,n,C-ValueDB,4
958629-1,Cotoneaster hjelmqvistii Flinck & B. Hylmö ,Cotoneaster hjelmqvistii,Flinck & B. Hylmö ,2.7,1.35,2646,1323,n,C-ValueDB,4
198443-1,Cotula coronopifolia L.,Cotula coronopifolia,L.,4,2,3920,1960,y,C-ValueDB,4
281627-1,Crambe cordifolia Steven,Crambe cordifolia,Steven,9.47,4.73,9279,4639,n,C-ValueDB,4
281657-1,Crambe maritima L.,Crambe maritima,L.,4.84,2.42,4740,2370,n,C-ValueDB,4
327922-2,Crataegus coccinea L.,Crataegus coccinea,L.,3.17,1.59,3107,1553,n,C-ValueDB,4
68112-2,Crataegus crus-galli L.,Crataegus crus-galli,L.,2.8,1.4,2744,1372,n,C-ValueDB,4
723644-1,Crataegus laevigata (Poir.) DC.,Crataegus laevigata,(Poir.) DC.,1.47,0.74,1441,720,n,C-ValueDB,4
723644-1,Crataegus laevigata (Poir.) DC.,Crataegus laevigata,(Poir.) DC.,3.12,1.56,3058,1529,n,C-ValueDB,4
723820-1,Crataegus monogyna Jacq.,Crataegus monogyna,Jacq.,1.52,0.76,1490,745,n,C-ValueDB,4
724131-1,Crataegus rhipidophylla Gand.,Crataegus rhipidophylla,Gand.,2.36,1.18,2313,1156,n,C-ValueDB,4
69044-2,Crataegus submollis Sarg.,Crataegus submollis,Sarg.,3.33,1.67,3263,1632,n,C-ValueDB,4
69052-2,Crataegus succulenta Schrad.,Crataegus succulenta,Schrad.,2.42,1.21,2372,1186,n,C-ValueDB,4
199715-1,Crepis biennis L.,Crepis biennis,L.,17,8.5,16660,8330,y,C-ValueDB,4
199753-1,Crepis capillaris (L.) Wallr.,Crepis capillaris,(L.) Wallr.,4.2,2.1,4116,2058,y,C-ValueDB,4
199861-1,Crepis foetida L.,Crepis foetida,L.,4,2,3920,1960,y,C-ValueDB,4
200127-1,Crepis paludosa (L.) Moench,Crepis paludosa,(L.) Moench,8.32,4.16,8154,4077,n,C-ValueDB,4
200166-1,Crepis praemorsa (L.) Walther,Crepis praemorsa,(L.) Walther,10.4,5.2,10192,5096,n,C-ValueDB,4
200258-1,Crepis setosa Haller f.,Crepis setosa,Haller f.,4.6,2.3,4508,2254,y,C-ValueDB,4
200321-1,Crepis tectorum L.,Crepis tectorum,L.,6.8,3.4,6664,3332,y,C-ValueDB,4
200365-1,Crepis vesicaria L.,Crepis vesicaria,L.,8.36,4.18,8193,4096,n,C-ValueDB,4
840827-1,Crithmum maritimum L.,Crithmum maritimum,L.,4.38,2.19,4292,2146,n,C-ValueDB,4
436435-1,Crocosmia paniculata (Klatt) Goldblatt,Crocosmia paniculata,(Klatt) Goldblatt,1.99,1,1950,975,n,C-ValueDB,4
436437-1,Crocosmia pottsii (Macnab ex Baker) N.E.Br.,Crocosmia pottsii,(Macnab ex Baker) N.E.Br.,1.79,0.9,1754,877,n,C-ValueDB,4
436480-1,Crocus biflorus Mill.,Crocus biflorus,Mill.,8.68,4.34,8506,4253,n,C-ValueDB,4
60461938-2,Crocus vernus (L.) Hill,Crocus vernus,(L.) Hill,9.42,4.71,9232,4616,n,C-ValueDB,4
17070940-1,Cryptogramma crispa (L.) R.Br. ex Hook.,Cryptogramma crispa,(L.) R.Br. ex Hook.,23.46,11.73,22981,11491,NA,C-ValueDB,4
261870-1,Cryptomeria japonica (L. f.) D.Don,Cryptomeria japonica,(L. f.) D.Don,22.14,11.07,21648,10824,NA,C-ValueDB,4
292238-1,Cucumis melo L.,Cucumis melo,L.,2,1,1960,980,n,C-ValueDB,4
292296-1,Cucumis sativus L.,Cucumis sativus,L.,1.8,0.9,1764,882,n,C-ValueDB,4
292416-1,Cucurbita pepo L.,Cucurbita pepo,L.,1.08,0.54,1058,529,n,C-ValueDB,4
30188753-2,Cupressus macrocarpa Hartw. ex Gordon,Cupressus macrocarpa,Hartw. ex Gordon,28.46,14.23,27832,13916,NA,C-ValueDB,4
72786-2,Cuscuta campestris Yunck.,Cuscuta campestris,Yunck.,0.96,0.48,941,470,n,C-ValueDB,4
267425-1,Cuscuta europaea L.,Cuscuta europaea,L.,2.15,1.08,2107,1054,n,C-ValueDB,4
700707-1,Cyclamen coum Mill.,Cyclamen coum,Mill.,13.57,6.78,13297,6649,n,C-ValueDB,4
700730-1,Cyclamen hederifolium Aiton,Cyclamen hederifolium,Aiton,5.97,2.98,5846,2923,n,C-ValueDB,4
724549-1,Cydonia oblonga Mill.,Cydonia oblonga,Mill.,1.4,0.7,1372,686,n,C-ValueDB,4
325773-2,"Cymbalaria muralis G.Gaertn., B.Mey. & Schreb.",Cymbalaria muralis,"G.Gaertn., B.Mey. & Schreb.",0.98,0.49,960,480,n,C-ValueDB,4
397065-1,Cynodon dactylon (L.) Pers.,Cynodon dactylon,(L.) Pers.,1.6,0.8,1568,784,n,C-ValueDB,4
115233-1,Cynoglossum officinale L.,Cynoglossum officinale,L.,1.82,0.91,1784,892,n,C-ValueDB,4
397168-1,Cynosurus cristatus L.,Cynosurus cristatus,L.,6.1,3.05,5973,2987,n,C-ValueDB,4
320700-2,Cypripedium calceolus L.,Cypripedium calceolus,L.,64.7,32.35,63406,31703,n,C-ValueDB,4
17387150-1,Cystopteris dickieana R.Sim,Cystopteris dickieana,R.Sim,16.56,8.28,16229,8114,n,C-ValueDB,4
489855-1,Cytisus nigricans L.,Cytisus nigricans,L.,1.2,0.6,1176,588,n,C-ValueDB,4
489963-1,Cytisus scoparius (L.) Link,Cytisus scoparius,(L.) Link,1.8,0.9,1764,882,y,C-ValueDB,4
489986-1,Cytisus striatus (Hill) Rothm.,Cytisus striatus,(Hill) Rothm.,1.93,0.97,1891,946,n,C-ValueDB,4
397309-1,Dactylis glomerata L.,Dactylis glomerata,L.,6.6,3.3,6468,3234,n,C-ValueDB,4
397309-1,Dactylis glomerata L.,Dactylis glomerata,L.,8.8,4.4,8624,4312,n,C-ValueDB,4
397309-1,Dactylis glomerata L.,Dactylis glomerata,L.,8.8,4.4,8624,4312,n,C-ValueDB,4
397362-1,Dactylis polygama Horv.,Dactylis polygama,Horv.,4.53,2.26,4435,2217,n,C-ValueDB,4
626606-1,Dactylorhiza fuchsii (Druce) Soó,Dactylorhiza fuchsii,(Druce) Soó,5.78,2.89,5664,2832,n,C-ValueDB,4
626641-1,Dactylorhiza maculata (L.) Soó,Dactylorhiza maculata,(L.) Soó,6.8,3.4,6664,3332,n,C-ValueDB,4
626641-1,Dactylorhiza maculata (L.) Soó,Dactylorhiza maculata,(L.) Soó,11.32,5.66,11094,5547,n,C-ValueDB,4
58296-1,Damasonium alisma Mill.,Damasonium alisma,Mill.,47.23,23.62,46285,23143,n,C-ValueDB,4
397531-1,Danthonia decumbens (L.) DC.,Danthonia decumbens,(L.) DC.,3.95,1.98,3873,1937,n,C-ValueDB,4
